ObservationId,TextUrn,TextReading,ImageReference,Comments
ObservationId,TextUrn,TextReading,ImageReference,Comments
urn:cite:openpal:team4.1,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@ε[1],ε,,epsilon
urn:cite:openpal:team4.2,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@τ[1],τ,,tau
urn:cite:openpal:team4.3,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@η[1],η,,eta
urn:cite:openpal:team4.4,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@β[1],β,,beta
urn:cite:openpal:team4.5,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@α[1],α,,alpha
urn:cite:openpal:team4.6,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@σ[1],σ,,sigma
urn:cite:openpal:team4.7,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@ι[1],ι,,iota
urn:cite:openpal:team4.8,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@λ[1],λ,,lambda
urn:cite:openpal:team4.9,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@ε[2],ε,,epsilon
urn:cite:openpal:team4.10,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@ω[1],ω,,omega
urn:cite:openpal:team4.11,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@ν[1],ν,,nu
urn:cite:openpal:team4.12,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@ε[3],ε,,epsilon
urn:cite:openpal:team4.13,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@τ[2],τ,,tau
urn:cite:openpal:team4.14,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@η[2],η,,eta
urn:cite:openpal:team4.15,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@σ[2],σ,,sigma
urn:cite:openpal:team4.16,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@υ[1],υ,,upsilon
urn:cite:openpal:team4.17,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@ν[2],ν,,nu
urn:cite:openpal:team4.18,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@α[2],α,,alpha
urn:cite:openpal:team4.19,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@γ[1],γ,,gamma
urn:cite:openpal:team4.20,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@ο[1],ο,,omicron
urn:cite:openpal:team4.21,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@μ[1],μ,,mu
urn:cite:openpal:team4.22,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@ε[4],ε,,epsilon
urn:cite:openpal:team4.23,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@ν[3],ν,,nu
urn:cite:openpal:team4.24,urn:cts:greekLit:tlg0363.tlg005.hc:kings.1.header@α[3],α,,abbreviation mark
ObservationId,TextUrn,TextReading,ImageReference,Comments
ObservationId,TextUrn,TextReading,ImageReference,Comments
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@τ[1],τ,,tau
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ι[1],ι,,iota
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@μ[1],μ,,mu
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@η[1],η,,eta
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@σ[1],σ,,sigma
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@η[2],η,,eta
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ο[1],ο,,omicron
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@λ[1],λ,,lambda
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ε[1],ε,,epsilon
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@σ[2],σ,,sigma
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@η[3],η,,eta
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@δ[1],δ,,delta
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ε[2],ε,,epsilon
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@π[1],π,,pi
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ο[2],ο,,omicron
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@λ[2],λ,,lambda
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ε[3],ε,,epsilon
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@α[1],α,,alpha
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@σ[3],σ,,sigma
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ε[4],ε,,epsilon
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@π[2],π,,pi
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ι[2],ι,,iota
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ν[1],ν,,nu
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@η[4],η,,eta
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@υ[1],υ,,upsilon
